nome_fantasia,razao_social,cep,lat,long,bairro,endereco
,VIRGILIO PEREIRA DA SILVA 78261112420,50790000,-8.0801972,-34.9416228,JARDIM SAO PAULO,"RUA LEANDRO BARRETO, 634"
,HENRIQUE POGGI VIEIRA DE MELO 94729204468,50960060,-8.0368792,-34.9776679,VARZEA,"RUA RIO GRAMAME, 17"
,52.683.749 REGINALDO DE SOUZA SANTOS,50690000,-8.0379797,-34.9407764,IPUTINGA,"ESTRADA DO BARBALHO, 150"
,52.763.396 OTAVIO ANDRE DO NASCIMENTO,52190320,-8.0022813,-34.9309844,NOVA DESCOBERTA,"RUA OLIMPIO, 26"
,RLA ALIMENTACAO LTDA,51111021,-8.1036756,-34.8885125,BOA VIAGEM,"AVENIDA ENGENHEIRO DOMINGOS FERREIRA, 1537"
,KARLA CARVALHO PEREIRA DA SILVA FARIA 01302843435,50100320,-8.0476367,-34.8834577,SANTO AMARO,"RUA PAULINO CAMARA, 173"
,JAQUELINE MARIA DOS SANTOS SILVA 11516457455,51010120,-8.0856578,-34.879957,BRASILIA TEIMOSA,"RUA ALBACORA, 26"
,52.198.741 JOAO VITOR GUIMARAES LEITE,50751230,-8.0678442,-34.9180801,BONGI,"RUA ANA OTILIA DE FARIAS, 81"
,FATIMA E GOMES LTDA,51350430,-8.1120644,-34.9239826,IPSEP,"RUA ARISTIDE LOBO, 227"
,APPLE NORDESTE COMERCIO DE ALIMENTOS LTDA,50720635,-8.0609598,-34.9054384,MADALENA,"AVENIDA ENGENHEIRO ABDIAS DE CARVALHO, 336"
,33.106.631 ALDENIRA ARAUJO DOS SANTOS,52090620,-8.010398,-34.9331568,MACAXEIRA,"RUA FLAVIO GUERRA, 40"
,53.954.683 PIETRO JOSE MAGALHAES CINTRA,50711105,-8.0515946,-34.9167963,ZUMBI,"RUA RIBEIRO ROMA, 190"
,52.862.883 RHYAN GOMES DA SILVA,51230230,-8.1103077,-34.9419819,IBURA,"RUA PINTOR AGENOR DE ALBUQUERQUE CESAR, 63"
,RESTAURANTE E PASTELARIA MEI WEI HUANG LTDA,50050245,-8.0523144,-34.8930326,BOA VISTA,"RUA JOAO FERNANDES VIEIRA, 543"
,54.406.149 DAMIANA TALITA DA SILVA,50820030,-8.0772755,-34.9215131,MANGUEIRA,"RUA JOAO LEITE, 251"
,53.394.860 JOSE RIBEIRO BELEM,50980510,-8.0268967,-34.9561984,CAXANGA,"RUA FRANCISCO TORRES, 153"
,54.628.354 VITORIA REGINA RODRIGUES DO NASCIMENTO SILVA,50740110,-8.0387391,-34.9468954,VARZEA,"RUA JOAO SALES DE MENEZES, 148"
,53.588.168 RENATA FRANCISCA DA SILVA,52210140,-8.0214563,-34.9048031,MANGABEIRA,"RUA DO RIO, 26"
,53.622.727 ADILSON CABRAL DE SOUZA,50660130,-8.0618199,-34.9368565,TORROES,"RUA VINTE E TRES DE MARCO, 120"
,POP SHOW DANCING LTDA,52050310,-8.0871243,-34.9527022,TEJIPIO,"AVENIDA LIBERDADE, 659"
,ALECRIM SELF SERVICE RESTAURANTE LTDA,50040080,-8.0539647,-34.878599,SANTO AMARO,"RUA CAPITAO LIMA, 195"
,55.128.548 FRANCISCO WALLISON MIRANDA GOMES,51260370,-8.134349,-34.9460422,JORDAO,"RUA SERRA TALHADA, 22"
,55.160.231 BRUNO DAVID MORAIS LIRA,52090003,-8.01055,-34.9244201,NOVA DESCOBERTA,"RUA NOVA DESCOBERTA, 2156"
,DIENE BATISTA DE AZEVEDO 45975779472,51190738,-8.1199204,-34.9218766,IMBIRIBEIRA,"RUA BARAO DE ANTONINA, 3"
,54.258.317 ANDRE VITOR SOUZA ROSA,52030260,-8.0353794,-34.8843455,ENCRUZILHADA,"RUA VICENTE PINZON, 233"
,PRISCILA SOUZA DA SILVA,52120000,-8.0251634,-34.893488,ARRUDA,"AVENIDA BEBERIBE SANTA CRUZ FUTEBOL CLUBE, 1413"
,CAFE DO MERCADO RESTAURANTE E LANCHONETE LTDA,51110160,-8.0859828,-34.8941406,PINA,"AVENIDA REPUBLICA DO LIBANO, 251"
,55.866.788 DANIEL HILARIO DA SILVA,50630640,-8.0561246,-34.9283664,CORDEIRO,"RUA ALEXANDRE DE GUSMAO, 122"
,54.809.961 CLEYTON ANSELMO DE ALMEIDA,50610340,-8.0521012,-34.9101078,MADALENA,"RUA JOSE HIGINO, 171"
,56.101.098 MARIA DE LOURDES CASSIANO,51220250,-8.1163395,-34.9295512,IBURA,"RUA CONSELHEIRO PENA, 25"
,55.222.575 POLLIANA FERREIRA DOS SANTOS,51110180,-8.0885541,-34.8894103,PINA,"RUA BARAO DE SANTO ANGELO, 60"
,55.301.821 RACILFE SILVA DO NASCIMENTO JUNIOR,50850000,-8.0854261,-34.9286401,AFOGADOS,"RUA SAO MIGUEL, 493A"
,ART FOODS LTDA,51111021,-8.1055879,-34.8894839,BOA VIAGEM,"AVENIDA ENGENHEIRO DOMINGOS FERREIRA, 1835"
,TR COMERCIO DE ALIMENTOS LTDA,50070415,-8.0646629,-34.8945596,ILHA DO LEITE,"RUA ESTADO DE ISRAEL, 203"
,55.806.479 EDUARDA FERRAZ WARUMBY,51150010,-8.0859647,-34.9062152,IMBIRIBEIRA,"AVENIDA SUL GOVERNADOR CID SAMPAIO, 91"
,EXPRESSO ALIMENTACAO COMERCIAL LTDA,51021020,-8.124136,-34.8990818,BOA VIAGEM,"AVENIDA CONSELHEIRO AGUIAR, 4214"
,MIRIAM LOPES DO NASCIMENTO PIRES 04516371430,50750280,-7.5617238,-34.9952357,ILHA DO RETIRO,"AVENIDA VILA CANAL, 12-B"
,BRASSE COMERCIO DE ALIMENTOS LTDA,51020170,-8.1113042,-34.8941822,BOA VIAGEM,"RUA PROFESSOR EDUARDO WANDERLEY FILHO, 490"
,56.745.610 ANA CLAUDIA MARIA DA SILVA,52130223,-8.0086907,-34.8960136,AGUA FRIA,"RUA FLORAI, 107"
,57.921.360 RAFAELA FRANCISCA VIEIRA,52171050,-8.0142131,-34.9553882,SITIO DOS PINTOS,"ESTRADA DOS PINTOS, 16"
,ADEILSON ALVES DA SILVA LIMA 10059104481,51021020,-8.1296788,-34.9011283,BOA VIAGEM,"AVENIDA CONSELHEIRO AGUIAR, 4834"
,58.008.045 ALINE ESTEFANE FREITAS FARIAS DA SILVA,50790011,-8.0829254,-34.9462007,JARDIM SAO PAULO,"TRAVESSA JUNDIAI, 17"
,57.063.664 MANOEL LOPES DANTAS,51220065,-8.1098896,-34.9313076,IBURA,"RUA AZEITONA, 116"
,ADELIA FARIAS DOS SANTOS GOMES 65025229472,52090020,-8.0131847,-34.9243224,NOVA DESCOBERTA,"RUA TAMANIQUA, 5505"
,57.402.511 EDMILSON FILOMENO DOS SANTOS FILHO,50940410,-8.0811056,-34.9641109,CURADO,"RUA PATRIARCA, 8"
,59.034.081 MIGUEL GREGORIO VERUD CLAROS,50761570,-8.0744557,-34.9260131,SAN MARTIN,"RUA SANTA ROSA, 361"
,EMPORIO BURGUER HAMBURGUERIA LTDA,51020300,-8.1206851,-34.8971108,BOA VIAGEM,"RUA WILFRID RUSSEL SHORTO, 90"
,59.330.203 ALDACI SOUZA DE OLIVEIRA DOS SANTOS,50810040,-8.040708,-34.9549835,VARZEA,"RUA TORRES HOMEM, 255"
,BV ATLANTICO LTDA,50060004,-8.0570275,-34.891288,SOLEDADE,"AVENIDA CONDE DA BOA VISTA, 610"
,58.706.609 STEFANNY GARCIA ARAUJO DA SILVA,51030020,-8.1504092,-34.9093102,BOA VIAGEM,"RUA VISCONDE DE JEQUITINHONHA, 1228"
,EUDES FERREIRA DE MOURA 06913725434,50721170,-8.0463085,-34.9308965,CORDEIRO,"RUA CONSELHEIRO SILVEIRA DE SOUZA, 756"
,60.373.874 VITORIA RAYANE DOS SANTOS LIRA,52140005,-7.9952798,-34.9101361,DOIS UNIDOS,"AVENIDA HILDEBRANDO DE VASCONCELOS, 2934"
,MARIA DO CARMO DA SILVA 77167775487,51130080,-8.145323,-34.9127467,BOA VIAGEM,"RUA COSMORAMA, 997"
,60.549.354 DOUGLAS LIMA RIBEIRO,50820000,-8.075661,-34.9162914,AFOGADOS,"RUA VINTE E UM DE ABRIL, 1027"
,MATHEUS FERREIRA PEREIRA 70346353408,50761030,-8.069688,-34.9298269,SAN MARTIN,"RUA DOUTOR TELESPHORO FRAGOSO, 584"
,ANA FERNANDA DE O. LIMA SILVA,51021190,-8.142836,-34.905463,BOA VIAGEM,"AVENIDA VISCONDE DE JEQUITINHONHA, 735"
,ELTON JOSE NASCIMENTO FARIAS DAS CHAGAS 10636414469,50741390,-8.0542776,-34.9572041,VARZEA,"AVENIDA INACIO DE BARROS BARRETO, 304"
,CRISTIANE AUGUSTA DA SILVA SOARES 00929693485,50830420,-8.0692129,-34.912386,AFOGADOS,"RUA ESCRITOR ALVARO LINS, 208"
,60.788.708 YGOR VINICIUS GALDINO DA SILVA,50820070,-8.0755252,-34.9223227,MANGUEIRA,"RUA ARACATI, 43"
,60.881.352 JOSE PATROCINIO DA SILVA JUNIOR,50750380,-8.0629962,-34.9048608,ILHA DO RETIRO,"RUA JOAO ELISIO RAMOS, 114"
,NIPPON RECIFE II RESTAURANTE LTDA,51020280,-8.1197249,-34.9032262,BOA VIAGEM,"RUA PADRE CARAPUCEIRO, 777"
,HORIZONTE RESTAURANTES S.A.,50110000,-8.0380464,-34.8719356,SANTO AMARO,"AVENIDA GOVERNADOR AGAMENON MAGALHAES, 153"
,F DIAS ROCHA COMERCIO E DISTRIBUICAO DE ALIMENTOS LTDA,50780320,-8.0988897,-34.9384107,AREIAS,"RUA MURIBECA, 109"
,TANIA MARIA NASCIMENTO DE MACENA 31407110420,50610280,-8.0536993,-34.9102219,MADALENA,"RUA JOSE OSORIO, 872"
,55.039.313 JANIO LEON DA SILVA,50060002,-8.060791,-34.883663,BOA VISTA,"AVENIDA CONDE DA BOA VISTA, 250"
,CAVA BAR E RESTAURANTE LTDA,51020280,-8.1197249,-34.9032262,BOA VIAGEM,"RUA PADRE CARAPUCEIRO, 777"
,A3 COMERCIO DE ALIMENTOS LTDA,52070230,-8.0279484,-34.9199725,CASA AMARELA,"ESTRADA DO ARRAIAL, 4237"
,WILMA BARRA NOVA BRANDAO 45333467404,50730180,-8.050118,-34.9411768,ENGENHO DO MEIO,"RUA ANTONIO CURADO, 56"
,MARIA JOSE DE ARAUJO SANTOS 71562389491,50721610,-8.052894,-34.937358,CORDEIRO,"RUA OCIDENTAL, 397"
,SEVERINO CARLOS DA SILVA 92245625404,50020068,-8.0696097,-34.8845333,SAO JOSE,"RUA FLORIANO PEIXOTO, S/N"
,12.267.799 JOSILENE FERREIRA DE SANTANA,52031240,-8.0374652,-34.8803189,CAMPO GRANDE,"RUA MARCELON DE CASTRO LIRA, 80"
,VANESSA SOARES DA SILVA 01289816441,50100300,-8.0458777,-34.8796267,SANTO AMARO,"RUA ADOLFO CELSO, 46"
,POLIANA JOSE DOS SANTOS 08128403486,52040080,-8.02513,-34.8802244,CAMPO GRANDE,"RUA MARQUES DE BAIPENDI, 122"
,ANNALY LOURENCO DA SILVA 70348112459,50060120,-8.063276,-34.883058,BOA VISTA,"RUA IMPERATRIZ TEREZA CRISTINA, 254"
,43.399.371 RODRIGO CASSIEL DA SILVA GAMA,51020000,-8.1360934,-34.9016151,BOA VIAGEM,"AVENIDA BOA VIAGEM, 40"
,SOLANGE VILMA FERREIRA DA SILVA 09417778471,51160220,-8.1152688,-34.9087639,IMBIRIBEIRA,"RUA PRESIDENTE NILO PECANHA, 35"
,WAGNER ALVES BARBOSA DE SOUZA,51350670,-8.1119595,-34.9264566,IPSEP,"AVENIDA RECIFE, 3452"
,MARINES ALAIDE SANTIAGO SOUZA 02228872490,50920570,-8.0878417,-34.9628498,TEJIPIO,"RUA PIRAMBOIA, 731"
,MELHOR PRECO ALIMENTOS LTDA,51350670,-8.1119595,-34.9264566,IPSEP,"AVENIDA RECIFE, 1644"
,DANIEL BRUNO FERREIRA RAPOSO 10299103404,50771080,-8.0908334,-34.9240878,JIQUIA,"RUA OLIVEIRA FORTES, 115"
,CASA FORTE ALIMENTOS E BEBIDAS LTDA,52171460,-8.0001783,-34.9388792,DOIS IRMAOS,"AVENIDA DA RECUPERACAO, 7343"
,35.464.637 ANTONIO FERNANDO SILVA DOS SANTOS JUNIOR,50761000,-8.071898,-34.9291864,SAN MARTIN,"AVENIDA GENERAL SAN MARTIN, 2340"
,PONTO FINO RESTAURANTE LTDA,52011080,-8.0465619,-34.8986559,GRACAS,"RUA JOAO RAMOS, 50"
,VANDETE CRISTINA DA SILVA 68831927434,50920650,-8.0867869,-34.9582205,SANCHO,"RUA JOAO FERREIRA, 379"
,ALANA DE ALMEIDA VIEIRA CAVALCANTI 12723863417,52041335,-8.0304038,-34.8961396,ROSARINHO,"RUA COUTO MAGALHAES, 222"
,LEIS DE OLIVEIRA GONCALVES 05578899790,51110080,-8.0872558,-34.8861835,PINA,"RUA BUIQUE, 30"
,ANA PAULA DE SOUZA 26893923805,50790108,-8.081814,-34.9529866,JARDIM SAO PAULO,"ESTRADA DO CURADO, 538"
,EGF ZN BAR E RESTAURANTE LTDA,52060110,-8.0316049,-34.9071708,TAMARINEIRA,"RUA AFONSO CELSO, 264"
,ALTAR RECIFE LTDA,50100260,-8.0460927,-34.8814076,SANTO AMARO,"RUA FREI CASSIMIRO, 449"
,MERCADO1 GASTRONOMIA LTDA,51021310,-8.1226922,-34.9042627,BOA VIAGEM,"RUA RIBEIRO DE BRITO, 830"
,APL COMERCIO DE ALIMENTOS LTDA,51111010,-8.1068537,-34.8896518,BOA VIAGEM,"AVENIDA CONSELHEIRO AGUIAR, 1934"
,ALINE FORTUNATO DOS SANTOS 10192857452,50050400,-8.0604502,-34.8816677,BOA VISTA,"RUA DO RIACHUELO, 105"
,VIRGINIA CELIA ESCOREL DE CARVALHO 57161909449,50630810,-8.0603991,-34.9258028,CORDEIRO,"AVENIDA ENGENHEIRO ABDIAS DE CARVALHO, 1466"
,MARIO ROBERTO DOS SANTOS COELHO NEGOCIO 77895010468,51130040,-8.1421022,-34.9078096,BOA VIAGEM,"RUA MAJOR ARMANDO DE SOUZA MELO, 302"
,26.463.137 AMARA ROSIMERE DIAS SOARES,50900480,-8.0925733,-34.9451469,BARRO,"RUA PERY, 40"
,ROSIANA MARIA SANTANA DE OLIVEIRA 93435797487,50630060,-8.0589156,-34.9252496,CORDEIRO,"AVENIDA GENERAL SAN MARTIN, 80"
,RENATA MARIA DE MELO 09512234459,50820230,-8.0771756,-34.9186536,MANGUEIRA,"RUA DOUTOR JOAO ELISIO, 408"
,39.267.421 UZIEL LUIZ DA SILVA,50920095,-7.5617238,-34.9952357,JARDIM SAO PAULO,"RUA ENTRADA TERMINAL INTEGRADO DO BARRO - SUL, 111"
,47.944.237 ARTUR PINHEIRO DE SOUZA,50731470,-8.0404893,-34.9293351,IPUTINGA,"RUA LAVRAS DO SUL, 271"
,JONATHA LIMA DA SILVA 70573234418,51030570,-8.1348692,-34.9131228,BOA VIAGEM,"RUA DEZ DE JULHO, 116"
,39.788.086 EDSON BARBOSA DA SILVA,51200010,-8.1107246,-34.9133174,IMBIRIBEIRA,"RUA IZABEL DE SOUZA, 514"
,AYON LTDA,51021190,-8.1324298,-34.9031063,BOA VIAGEM,"RUA VISCONDE DE JEQUITINHONHA, 392"
,EDVANE BATISTA DO NASCIMENTO 82105480420,50870440,-8.0993337,-34.9305714,CACOTE,"RUA GUARACI, 105"
,49.065.473 MARCOS JOSE MEDEIROS DE ARRUDA,50900110,-8.0895,-34.9391963,BARRO,"RUA PADRE DIOGO RODRIGUES, 28"
,PEDRO ALVES DA SILVA NETO 71109751427,50740040,-8.0375473,-34.9469777,VARZEA,"RUA EMILIANO BRAGA, 110"
,MARINALVA FRANCISCA MATEUS DA SILVA 07280919413,50020540,-8.0674382,-34.8778313,SANTO ANTONIO,"BECO DO MARROQUIM, 179"
,JAIDE RIBEIRO DA SILVA 80876943415,51020040,-7.5617238,-34.9952357,BOA VIAGEM,"AVENIDA ENGENHEIRO DOMINGOS FERREIRA, 3482 A"
,AMADEU BENTO DA SILVA JUNIOR 08458309459,50100200,-8.052249,-34.8812189,SANTO AMARO,"AVENIDA DA SAUDADE, S N"
,TACIO DE LUNA MARQUES 08785298450,50830630,-8.0754368,-34.9084199,AFOGADOS,"RUA DA VOLTA, 81"
,JOSE ALBERTO DE SANTANA 35910755404,50850000,-8.0806907,-34.9191546,AFOGADOS,"RUA SAO MIGUEL, 1372"
,EILZA MARIA DA SILVA 77167872415,50630160,-8.0497628,-34.9231947,CORDEIRO,"RUA FIRMINO DE BARROS, 51"
,50.268.392 TERESA CRISTINA FERREIRA DA SILVA,52131062,-8.0074576,-34.899466,LINHA DO TIRO,"RUA PARALELA, 42"
,EWERTON MARIANO DA SILVA 11136318488,52090505,-8.006799,-34.927494,MACAXEIRA,"RUA TEREZA CARNEIRO, 225"
,TRIGO RECIFE LTDA,51020280,-8.1197249,-34.9032262,BOA VIAGEM,"RUA PADRE CARAPUCEIRO, 777"
,50.993.202 MATEUS DA SILVA CABRAL,50830590,-8.0737496,-34.9100779,AFOGADOS,"RUA AMAMBI, 43"
,51.084.851 ANDREZA MARIA DE OLIVEIRA,52070525,-8.024162,-34.9216542,CASA AMARELA,"RUA ESTRELA D ALVA, 82"
,BOWL COMERCIO DE ALIMENTOS LTDA,51110131,-8.0911818,-34.8831385,PINA,"AVENIDA HERCULANO BANDEIRA, 123"
,42.277.423 DILMA RAMALHO LAPA MARQUES,51020240,-8.1151122,-34.89709,BOA VIAGEM,"RUA ANTONIO FALCAO, 467"
,51.433.344 LUCIANO GUEDES PEREIRA,50720230,-8.0622272,-34.9141533,PRADO,"RUA CARLOS DE OLIVEIRA FILHO, 120"
,51.536.999 GUILHERME BIAGGIO SOUSA NUCCI DE MORAIS,50740150,-8.0375397,-34.9526706,VARZEA,"RUA FRUTUOSO GOMES, 52"
,EDILEUZA ALVES DE SOUZA 19735057468,51190660,-8.1158847,-34.9207958,IPSEP,"AVENIDA SALDANHA MARINHO, 451"
,ISRAEL ELIDIO DE CARVALHO NETO 79311288420,50850350,-8.0826138,-34.9223319,AFOGADOS,"RUA MANOEL RODRIGUES DO PASSO, 713"
,51.672.535 JULIA GABRIELLY MULLER LIMA,51250420,-8.1332329,-34.9358282,JORDAO,"RUA ABRE CAMPO, 29"
,TOALHA DE MESA RESTAURANTE LTDA,50720080,-8.0629793,-34.9265095,SAN MARTIN,"AVENIDA GENERAL SAN MARTIN, SN"
,MARIA LUCIA GUEDES 86504924449,52120125,-8.022172,-34.8934614,ARRUDA,"RUA ALEGRE, 69"
,MARIA CRISTINA DA SILVA 01412109400,50721560,-8.0519093,-34.9372983,CORDEIRO,"RUA ANTONIO CARLOS, 223"
,MARIA ILENE DA SILVA FERREIRA 40534235468,51150550,-8.1253328,-34.9138832,IMBIRIBEIRA,"RUA JOAO FONTES, 52"
,MARILIA CRISTINA DE ASSIS 09087175477,51170590,-8.0986306,-34.9138085,IMBIRIBEIRA,"RUA POETA MANUEL BANDEIRA, 208"
,JOSE PEDRO DE LIMA 17133700425,50730180,-8.0544451,-34.9416545,ENGENHO DO MEIO,"RUA ANTONIO CURADO, 267 A"
,ARVO RESTAURANTE LTDA,52030195,-8.0405315,-34.8847314,TORREAO,"RUA DJALMA FARIAS, 170"
,34.822.885 JESSICA DE LIMA SILVA,50730285,-8.0507482,-34.9427593,ENGENHO DO MEIO,"RUA GOVERNADOR LOPO GARRO, 348"
,DAVI RAMOS DE ALMEIDA 06021333438,50721640,-8.0513792,-34.9339641,CORDEIRO,"RUA RIO TEJIPIO, 312"
,HILDA MARIA DOS SANTOS 36121703415,50050390,-8.0572682,-34.8870722,SOLEDADE,"AVENIDA OLIVEIRA LIMA, 784"
,THAYNA THAIS FONSECA 12262497443,50040000,-8.0469313,-34.8771175,SANTO AMARO,"AVENIDA CRUZ CABUGA, 879"
,ELIANE FRANCA SILVA 69598282449,50771060,-8.0898804,-34.9216402,JIQUIA,"RUA JORGE ABRANTES, 45"
,GABRIELA CAROLINA RODRIGUES ALVES DA SILVA 09445283414,52060495,-7.5617238,-34.9952357,POCO,"RUA DONA OLEGARINHA, 231"
,51.523.695 MONIQUE CIBELLY RODRIGUES DOS SANTOS,52291011,-7.5617238,-34.9952357,GUABIRABA,"RUA AMADEU DO CARMO FERREIRA, 198"
,51.837.123 EDUARDA MARIA GOMES DA SILVA,52080077,-7.5617238,-34.9952357,ALTO SANTA TEREZINHA,"TRAVESSA BOA NOVA, 92"
,49.773.223 ROGERIO CORREIA DE BARROS,50761060,-8.0652828,-34.9296446,SAN MARTIN,"RUA ARSENIO CALACA, 1139"
,WILLIAM MOURA DA SILVA 21726094472,52080001,-8.0141804,-34.9145699,ALTO JOSE BONIFACIO,"RUA CORREGO DO EUCLIDES, 127"
,52.697.333 ELISANGELA DA SILVA FELIX,52120320,-8.0250451,-34.8878309,ARRUDA,"RUA DAS MOCAS, 1071"
,FAST RESTAURANTES LTDA,51020900,-8.1197249,-34.9032262,BOA VIAGEM,"RUA PADRE CARAPUCEIRO 777, 777"
,33.295.067 SILVIO PEREIRA DA SILVA,52111175,-8.0200358,-34.9071805,BOMBA DO HEMETERIO,"RUA ARLINDO CISNEIROS, 271"
,ARIDAI FERREIRA DE MATOS SOARES 04537797436,50930685,-8.0933111,-34.9635288,TEJIPIO,"RUA FALCAO DE LACERDA, 42"
,53.556.810 EUNA CRISTINA CORDEIRO DE BARROS E SILVA,50721510,-8.0488437,-34.9358508,CORDEIRO,"RUA PROFESSOR JOAQUIM XAVIER DE BRITO, 551"
,53.883.166 HIGOR JOSE MARQUES DE SOUZA,50680210,-8.0345904,-34.9298292,IPUTINGA,"RUA ITAPIRANGA, 402 D"
,54.007.319 MARCICLEIDE MARIA DE LIRA,51345400,-8.1124151,-34.9552439,COHAB,"RUA SIQUEIRA CAMPOS, 185"
,EDRIELLY CAROLINE MELO DE OLIVEIRA,51030020,-8.1214847,-34.9041455,BOA VIAGEM,"RUA VISCONDE DE JEQUITINHONHA, 160"
,54.345.073 KALINA DUARTE CARNEIRO LEAO,52020015,-8.0469087,-34.894739,ESPINHEIRO,"RUA DA HORA, 855"
,54.412.316 RAFAEL HENRIQUE DA SILVA,52040360,-8.0323209,-34.8753162,CAMPO GRANDE,"AVENIDA LUIS CORREIA DE BRITO, 1065"
,54.569.559 DANTHE BORGES DE SANTANA FERREIRA,50920829,-8.081684,-34.9684912,TOTO,"RUA D, 17"
,54.859.497 LUCILENE MARIA BARROZO DE MORAIS,50810590,-7.5617238,-34.9952357,VARZEA,"RUA SANTA LUCIA, 18A"
,55.139.114 EVELLYN SOUZA DE ASSUNCAO,50820121,-7.5617238,-34.9952357,MANGUEIRA,"1A TRAVESSA FELICIANO CASTILHO, 77"
,BSB DELIVERY RECIFE LTDA,52050260,-8.0440267,-34.8999513,GRACAS,"RUA ALBERTO PAIVA, 248"
,MARIA HILDELICE FLORENCIO DE MELO 09333812806,50630810,-8.0608359,-34.9283125,CORDEIRO,"AVENIDA ENGENHEIRO ABDIAS DE CARVALHO, 1701"
,57.753.564 MARCILIO ANTONIO DOS SANTOS,50800200,-8.0321675,-34.9532365,CAXANGA,"RUA PAULO GUERRA, 53"
,DENIZE GOMES BERNARDO 12011171431,52171170,-8.0187283,-34.9588482,SITIO DOS PINTOS,"RUA DO SITIO SAO BRAS, 62 D"
,58.279.494 SOL WANDERLEY CARDOSO DUDA,52280600,-8.0186858,-34.9116242,MORRO DA CONCEICAO,"RUA MARAIAL, 137"
,HUGO KAUAN DA SILVA MOURA 10880128410,50761085,-8.0655363,-34.9316171,TORROES,"RUA QUINZE DE MARCO, 170"
,CB RESTAURANTE CONVENIENCIA LTDA,52170640,-7.9644327,-34.9161143,PASSARINHO,"AVENIDA DA RECUPERACAO, 5774"
,58.643.548 ROGERIA FRANCISCA DOS SANTOS,50790240,-8.0791572,-34.9441086,JARDIM SAO PAULO,"RUA PANGARE, 65"
,58.738.094 MARIA MARIANA BENVINDO DE ANDRADE,52090003,-8.01055,-34.9244201,NOVA DESCOBERTA,"RUA NOVA DESCOBERTA, 2225"
,GILVANIA CARLA ALVES CHAVES 01265587442,51030320,-8.1396538,-34.9066144,BOA VIAGEM,"RUA DOUTOR LUIZ INACIO PESSOA DE MELO, 296"
,59.054.673 FABIO JOINVILLE BARBOSA,52210061,-8.022917,-34.9073455,ALTO JOSE DO PINHO,"RUA HORACIO SILVA, 251"
,UMBU CAJA RESTAURANTE LTDA,51011000,-8.0945244,-34.8836824,PINA,"AVENIDA BOA VIAGEM, 344"
,JOSE HILDENILSON FLORENCIO SILVA 28367529472,50761030,-8.0704857,-34.9298993,SAN MARTIN,"RUA DOUTOR TELESPHORO FRAGOSO, 609"
,59.611.980 FABIO DIEGO AMORIM DE SOUZA,52120180,-8.0191338,-34.8939624,AGUA FRIA,"AVENIDA BEBERIBE, 1874"
,EDVALDO FELIX DA SILVA 81708009434,51330260,-8.1274791,-34.9565979,COHAB,"RUA IBITIRANGA, 120 B"
,60.096.806 LUIS ELOI DA SILVA,50750320,-8.0631032,-34.9071038,ILHA DO RETIRO,"RUA DOUTOR JOAO MARQUES, 61"
,MARALCO COMERCIO DE ALIMENTOS LTDA,51011050,-8.0986995,-34.8864886,PINA,"AVENIDA ENGENHEIRO DOMINGOS FERREIRA, 1132"
,FERNANDA FELIX DA SILVA 10534859488,52060615,-8.036292,-34.9135774,PARNAMIRIM,"RUA DOUTOR JOAO SANTOS FILHO, 21B"
,CULINARIA CHINESA LTDA,51170570,-8.0918036,-34.9100592,IMBIRIBEIRA,"RUA ZEFERINO PINHO, 211"
,ALEXSANDRO JOSE DE SOUZA 04490602413,52111430,-8.0146111,-34.9023416,AGUA FRIA,"RUA LADEIRA DE PEDRA, 933"
,60.957.819 JHONNATAN CAVALCANTI LEITE,51030190,-8.1322672,-34.9134312,BOA VIAGEM,"RUA ARANA, 84"
,61.258.925 LILIAN JOYCE LIRA DA ROCHA,51020231,-8.1170689,-34.899477,BOA VIAGEM,"RUA PROFESSOR JULIO FERREIRA DE MELO, 768"
,PAULO PIRES FERREIRA DE SOUZA 03410065482,52041430,-8.0363636,-34.8914301,ENCRUZILHADA,"AVENIDA BEBERIBE, 125"
,ANTONIA MARIA PONTES DE ARAUJO 04704086429,52160000,-7.9952798,-34.9101361,DOIS UNIDOS,"AVENIDA HILDEBRANDO DE VASCONCELOS, 968"
,DANIELLE SALVADOR GUEDES SANTANA DOS SANTOS 08347540454,52071390,-8.0172225,-34.9369372,APIPUCOS,"RUA CAETES, 01"
,LARISSA ESTEFANY RODRIGUES 10724789430,52291070,-7.9950614,-34.9347984,BREJO DA GUABIRABA,"CORREGO JOSE IDALINO, 34"
,JULLYSSON EMILIO DE ARAUJO 07969065481,51030320,-8.1396538,-34.9066144,BOA VIAGEM,"RUA DOUTOR LUIZ INACIO PESSOA DE MELO, 402"
,34.691.995 RUANN PHYLIPE RAMOS DOS SANTOS,50980565,-8.0267951,-34.954229,CAXANGA,"RUA ALEXANDRE KRUSE FILHO, 15 A"
,JOSE CARLOS DA SILVA 01039302483,51150020,-8.087901,-34.906034,IMBIRIBEIRA,"RUA PROFESSORA ROSILDA COSTA, 78"
,FERNANDA LUIZA CORREIA DE CARVALHO 06731896438,52121021,-8.0181956,-34.8811738,CAMPINA DO BARRETO,"RUA QUINARI, 70"
,FLAVIA MONTEIRO DA COSTA 92862489468,50020000,-8.071493,-34.8829029,SAO JOSE,"AVENIDA DANTAS BARRETO, 1271"
,VILLA RESTAURANTE RIOMAR LTDA,51110160,-8.0859828,-34.8941406,PINA,"AVENIDA REPUBLICA DO LIBANO, 251"
